frequency,magnitude,phase
1.000000000000000000e+03,-3.010299956639811647e+00,-4.500000000000000000e+01
1.013925407558814300e+03,-3.070775298955381594e+00,-4.539616877707875631e+01
1.028044732093309676e+03,-3.132081046971434191e+00,-4.579226180231913901e+01
1.042360673976401131e+03,-3.194216724499101101e+00,-4.618820339628154414e+01
1.056875971184805167e+03,-3.257181538699037038e+00,-4.658391802415572158e+01
1.071593399822671245e+03,-3.320974381291609934e+00,-4.697933036765370929e+01
1.086515774652537175e+03,-3.385593830245879232e+00,-4.737436539640041389e+01
1.101645949633656983e+03,-3.451038151941645094e+00,-4.776894843865566997e+01
1.116986818467822559e+03,-3.517305303797654936e+00,-4.816300525120729503e+01
1.132541315152812558e+03,-3.584392937357703701e+00,-4.855646208827738519e+01
1.148312414543511068e+03,-3.652298401824447094e+00,-4.894924576928691096e+01
1.164303132920875669e+03,-3.721018748030047174e+00,-4.934128374533129602e+01
1.180516528568805597e+03,-3.790550732830832548e+00,-4.973250416422210662e+01
1.196955702359042789e+03,-3.860890823912311198e+00,-5.012283593395810044e+01
1.213623798344241777e+03,-3.932035204989680732e+00,-5.051220878449501583e+01
1.230524004359261653e+03,-4.003979781387542403e+00,-5.090055332768893948e+01
1.247659552630868575e+03,-4.076720185982111389e+00,-5.128780111529827224e+01
1.265033720395903856e+03,-4.150251785487666822e+00,-5.167388469493424452e+01
1.282649830528059965e+03,-4.224569687068572499e+00,-5.205873766385985846e+01
1.300511252173409957e+03,-4.299668745257481994e+00,-5.244229472054581720e+01
1.318621401394748545e+03,-4.375543569159276558e+00,-5.282449171389821174e+01
1.336983741824945128e+03,-4.452188529920363180e+00,-5.320526569008532647e+01
1.355601785329369022e+03,-4.529597768441954386e+00,-5.358455493689624660e+01
1.374479092677536755e+03,-4.607765203315907776e+00,-5.396229902557501390e+01
1.393619274224143510e+03,-4.686684538961587876e+00,-5.433843885008364083e+01
1.413025990599533770e+03,-4.766349273941504094e+00,-5.471291666375355334e+01
1.432702953409829433e+03,-4.846752709434205109e+00,-5.508567611329797842e+01
1.452653925946781328e+03,-4.927887957842207456e+00,-5.545666227016275940e+01
1.472882723907501713e+03,-5.009747951513316977e+00,-5.582582165920430839e+01
1.493393216124253286e+03,-5.092325451553905147e+00,-5.619310228469163349e+01
1.514189325304351996e+03,-5.175613056712553117e+00,-5.655845365363587263e+01
1.535275028780421053e+03,-5.259603212313535892e+00,-5.692182679646144550e+01
1.556654359271062049e+03,-5.344288219219394342e+00,-5.728317428503813602e+01
1.578331405652116473e+03,-5.429660242802726522e+00,-5.764245024810217899e+01
1.600310313738701780e+03,-5.515711321907997622e+00,-5.799961038410165060e+01
1.622595287078087040e+03,-5.602433377784246993e+00,-5.835461197150636536e+01
1.645190587753660793e+03,-5.689818222971041450e+00,-5.870741387663113642e+01
1.668100537200059080e+03,-5.777857570119982356e+00,-5.905797655902468790e+01
1.691329517029646922e+03,-5.866543040735335168e+00,-5.940626207448340779e+01
1.714881969870540843e+03,-5.955866173818127329e+00,-5.975223407575411727e+01
1.738762400216250398e+03,-6.045818434398433361e+00,-6.009585781099283963e+01
1.762975375287203860e+03,-6.136391221942172791e+00,-6.043710012005320209e+01
1.787525525904235565e+03,-6.227575878618859306e+00,-6.077592942867933345e+01
1.812417547374235710e+03,-6.319363697418105552e+00,-6.111231574068242622e+01
1.837656200388172465e+03,-6.411745930103618818e+00,-6.144623062818357795e+01
1.863246311931559831e+03,-6.504713794993758569e+00,-6.177764722000561903e+01
1.889192776207664338e+03,-6.598258484559522685e+00,-6.210654018830123846e+01
1.915500555573527890e+03,-6.692371172830796411e+00,-6.243288573350409365e+01
1.942174681489024351e+03,-6.787043022603224784e+00,-6.275666156769140969e+01
1.969220255479173375e+03,-6.882265192438840273e+00,-6.307784689644833520e+01
1.996642450109793344e+03,-6.978028843453982333e+00,-6.339642239932223333e+01
2.024446509976801735e+03,-7.074325145889678979e+00,-6.371237020895807746e+01
2.052637752709252254e+03,-7.171145285459635588e+00,-6.402567388900331480e+01
2.081221569986337272e+03,-7.268480469472362593e+00,-6.433631841087112946e+01
2.110203428568596337e+03,-7.366321932724609667e+00,-6.464429012945076636e+01
2.139588871343421488e+03,-7.464660943163662132e+00,-6.494957675785033757e+01
2.169383518385182015e+03,-7.563488807317409801e+00,-6.525216734125869777e+01
2.199593068030074846e+03,-7.662796875491078019e+00,-6.555205223000929493e+01
2.230223297965936126e+03,-7.762576546730587168e+00,-6.584922305192786496e+01
2.261280066337279550e+03,-7.862819273553217414e+00,-6.614367268404474487e+01
2.292769312865648772e+03,-7.963516566446156020e+00,-6.643539522374790351e+01
2.324697059985650412e+03,-8.064659998135027763e+00,-6.672438595945395434e+01
2.357069413996727690e+03,-8.166241207624020504e+00,-6.701064134086807655e+01
2.389892566231048022e+03,-8.268251904010540443e+00,-6.729415894890517791e+01
2.423172794237600556e+03,-8.370683870077089139e+00,-6.757493746533842227e+01
2.456916462982790108e+03,-8.473528965663838619e+00,-6.785297664224081871e+01
2.491130026067790823e+03,-8.576779130825819664e+00,-6.812827727128281197e+01
2.525820026962784596e+03,-8.680426388778434088e+00,-6.840084115294351363e+01
2.560993100258456707e+03,-8.784462848636067633e+00,-6.867067106569426471e+01
2.596655972934872352e+03,-8.888880707948178639e+00,-6.893777073520674037e+01
2.632815465648020108e+03,-8.993672255037754582e+00,-6.920214480363702592e+01
2.669478494034323376e+03,-9.098829871147506410e+00,-6.946379879903417986e+01
2.706652070033241216e+03,-9.204346032398616373e+00,-6.972273910491747984e+01
2.744343303228362402e+03,-9.310213311567943961e+00,-6.997897293006590758e+01
2.782559402207125913e+03,-9.416424379688844937e+00,-7.023250827855883927e+01
2.821307675939470755e+03,-9.522972007481442347e+00,-7.048335392010494616e+01
2.860595535175744772e+03,-9.629849066618197284e+00,-7.073151936069433532e+01
2.900430493863991614e+03,-9.737048530830172410e+00,-7.097701481360462594e+01
2.940820170587060602e+03,-9.844563476860347606e+00,-7.121985117079132976e+01
2.981772290019673619e+03,-9.952387085269338129e+00,-7.146003997468837099e+01
3.023294684405776479e+03,-1.006051264109960286e+01,-7.169759339044352942e+01
3.065395295056529903e+03,-1.016893353440404724e+01,-7.193252417861133097e+01
3.108082173869063809e+03,-1.027764326064448497e+01,-7.216484566832242820e+01
3.151363484866476028e+03,-1.038663542096607628e+01,-7.239457173094807274e+01
3.195247505759213709e+03,-1.049590372235315527e+01,-7.262171675427497064e+01
3.239742629528195266e+03,-1.060544197767206320e+01,-7.284629561720417712e+01
3.284857366030047160e+03,-1.071524410560680352e+01,-7.306832366498670694e+01
3.330600343624588731e+03,-1.082530413049242846e+01,-7.328781668500478474e+01
3.376980310825088054e+03,-1.093561618205205654e+01,-7.350479088310858344e+01
3.424006137971425687e+03,-1.104617449504228688e+01,-7.371926286051399302e+01
3.471686818926559681e+03,-1.115697340881225941e+01,-7.393124959126757290e+01
3.520031472796682465e+03,-1.126800736678152504e+01,-7.414076840028256754e+01
3.569049345675229688e+03,-1.137927091584118244e+01,-7.434783694194779002e+01
3.618749812411276707e+03,-1.149075870568340640e+01,-7.455247317931177520e+01
3.669142378402494160e+03,-1.160246548806364331e+01,-7.475469536384130720e+01
3.720236681413065980e+03,-1.171438611599999646e+01,-7.495452201575376705e+01
3.772042493417001424e+03,-1.182651554291430429e+01,-7.515197190492145296e+01
3.824569722466999337e+03,-1.193884882171865769e+01,-7.534706403234430638e+01
3.877828414589453587e+03,-1.205138110385184369e+01,-7.553981761218778956e+01
3.931828755705770163e+03,-1.216410763826922548e+01,-7.573025205438075602e+01
3.986581073580438897e+03,-1.227702377038987258e+01,-7.591838694776788543e+01
4.042095839796309974e+03,-1.239012494100478179e+01,-7.610424204381115487e+01
4.098383671757261254e+03,-1.250340668514915876e+01,-7.628783724083253048e+01
4.155455334718871200e+03,-1.261686463094259025e+01,-7.646919256879165516e+01
4.213321743847289326e+03,-1.273049449839984248e+01,-7.664832817458983527e+01
4.271993966306776201e+03,-1.284429209821549378e+01,-7.682526430789238248e+01
4.331483223376402748e+03,-1.295825333052545325e+01,-7.700002130746078421e+01
4.391800892596085760e+03,-1.307237418364771919e+01,-7.717261958798516730e+01
4.452958509942651290e+03,-1.318665073280549649e+01,-7.734307962740814446e+01
4.514967772036101451e+03,-1.330107913883476911e+01,-7.751142195472992569e+01
4.577840538376616678e+03,-1.341565564687889456e+01,-7.767766713828513048e+01
4.641588833612781855e+03,-1.353037658507258456e+01,-7.784183577448115443e+01
4.706224849841281866e+03,-1.364523836321710881e+01,-7.800394847698763101e+01
4.771760948938740512e+03,-1.376023747144911447e+01,-7.816402586636694139e+01
4.838209664925957441e+03,-1.387537047890468322e+01,-7.832208856013491527e+01
4.905583706365045146e+03,-1.399063403238050718e+01,-7.847815716324149093e+01
4.973895958790068107e+03,-1.410602485499415870e+01,-7.863225225896067627e+01
5.043159487171358705e+03,-1.422153974484451666e+01,-7.878439440017899642e+01
5.113387538414321170e+03,-1.433717557367447171e+01,-7.893460410107226721e+01
5.184593543892912749e+03,-1.445292928553685030e+01,-7.908290182915963840e+01
5.256791122018418719e+03,-1.456879789546504966e+01,-7.922930799772476007e+01
5.329994080844093332e+03,-1.468477848814978870e+01,-7.937384295859359895e+01
5.404216420705914970e+03,-1.480086821662276186e+01,-7.951652699525816104e+01
5.479472336900281334e+03,-1.491706430094868097e+01,-7.965738031633651417e+01
5.555776222398877508e+03,-1.503336402692636042e+01,-7.979642304935838126e+01
5.633142670601351711e+03,-1.514976474479988156e+01,-7.993367523486645609e+01
5.711586478126434486e+03,-1.526626386798092305e+01,-8.006915682082386354e+01
5.791122647641758704e+03,-1.538285887178255251e+01,-8.020288765731739034e+01
5.871766390733249864e+03,-1.549954729216573313e+01,-8.033488749154763298e+01
5.953533130814370452e+03,-1.561632672449882620e+01,-8.046517596309597309e+01
6.036438506075864098e+03,-1.573319482233076272e+01,-8.059377259945959793e+01
6.120498372476702571e+03,-1.585014929617871537e+01,-8.072069681184525791e+01
6.205728806776500278e+03,-1.596718791233026025e+01,-8.084596789121286520e+01
6.292146109610337589e+03,-1.608430849166099819e+01,-8.096960500456027887e+01
6.379766808606282211e+03,-1.620150890846761982e+01,-8.109162719144079290e+01
6.468607661546320742e+03,-1.631878708931695954e+01,-8.121205336070480030e+01
6.558685659571435281e+03,-1.643614101191143106e+01,-8.133090228745768968e+01
6.650018030431117950e+03,-1.655356870397080016e+01,-8.144819261022587398e+01
6.742622241778335592e+03,-1.667106824213093574e+01,-8.156394282832324905e+01
6.836516004510238417e+03,-1.678863775085938315e+01,-8.167817129941066412e+01
6.931717276155400214e+03,-1.690627540138804008e+01,-8.179089623724046021e+01
7.028244264308352285e+03,-1.702397941066325160e+01,-8.190213570957990896e+01
7.126115430111745809e+03,-1.714174804031302557e+01,-8.201190763630556546e+01
7.225349491787206716e+03,-1.725957959563185184e+01,-8.212022978766218273e+01
7.325965428215230531e+03,-1.737747242458291197e+01,-8.222711978267980726e+01
7.427982482564911152e+03,-1.749542491681766876e+01,-8.233259508774217750e+01
7.531420165974375777e+03,-1.761343550271319458e+01,-8.243667301530054203e+01
7.636298261282241583e+03,-1.773150265242661305e+01,-8.253937072272661624e+01
7.742636826811277388e+03,-1.784962487496729722e+01,-8.264070521129922042e+01
7.850456200204509514e+03,-1.796780071728605321e+01,-8.274069332531833254e+01
7.959777002314977835e+03,-1.808602876338191123e+01,-8.283935175134153894e+01
8.070620141149507617e+03,-1.820430763342584157e+01,-8.293669701753744050e+01
8.183006815867389378e+03,-1.832263598290155215e+01,-8.303274549315071340e+01
8.296958520834914452e+03,-1.844101250176336393e+01,-8.312751338807390766e+01
8.412497049736119152e+03,-1.855943591361064549e+01,-8.322101675252130804e+01
8.529644499741016261e+03,-1.867790497487910173e+01,-8.331327147679991185e+01
8.648423275731725880e+03,-1.879641847404841570e+01,-8.340429329117348800e+01
8.768856094587426924e+03,-1.891497523086615118e+01,-8.349409776581440212e+01
8.890965989529167928e+03,-1.903357409558796931e+01,-8.358270031084047957e+01
9.014776314524917325e+03,-1.915221394823355183e+01,-8.367011617643127863e+01
9.140310748756222893e+03,-1.927089369785848305e+01,-8.375636045302117338e+01
9.267593301146882368e+03,-1.938961228184154351e+01,-8.384144807156440038e+01
9.396648314954691159e+03,-1.950836866518732649e+01,-8.392539380386921266e+01
9.527500472427300338e+03,-1.962716183984415963e+01,-8.400821226299740374e+01
9.660174799522645117e+03,-1.974599082403667083e+01,-8.408991790372543562e+01
9.794696670695386274e+03,-1.986485466161333235e+01,-8.417052502306452766e+01
9.931091813749801076e+03,-1.998375242140826913e+01,-8.425004776083618196e+01
1.006938631476027149e+04,-2.010268319661733116e+01,-8.432850010030009003e+01
1.020960662306047561e+04,-2.022164610418838038e+01,-8.440589586883199047e+01
1.035177955630176257e+04,-2.034064028422505999e+01,-8.448224873864789686e+01
1.049593230558226605e+04,-2.045966489940440880e+01,-8.455757222757287650e+01
1.064209244064724589e+04,-2.057871913440764189e+01,-8.463187969985114023e+01
1.079028791516183628e+04,-2.069780219536401233e+01,-8.470518436699535414e+01
1.094054707205743580e+04,-2.081691330930767947e+01,-8.477749928867243057e+01
1.109289864895222854e+04,-2.093605172364701872e+01,-8.484883737362406464e+01
1.124737178364750798e+04,-2.105521670564652936e+01,-8.491921138061925944e+01
1.140399601970033109e+04,-2.117440754192075048e+01,-8.498863391943696399e+01
1.156280131207375416e+04,-2.129362353794014595e+01,-8.505711745187697659e+01
1.172381803286599825e+04,-2.141286401754879876e+01,-8.512467429279686826e+01
1.188707697711903347e+04,-2.153212832249342767e+01,-8.519131661117319254e+01
1.205260936870841397e+04,-2.165141581196382248e+01,-8.525705643118547528e+01
1.222044686631488730e+04,-2.177072586214420014e+01,-8.532190563332071065e+01
1.239062156947915719e+04,-2.189005786577531509e+01,-8.538587595549724085e+01
1.256316602474121464e+04,-2.200941123172738045e+01,-8.544897899420632825e+01
1.273811323186478512e+04,-2.212878538458308597e+01,-8.551122620566967214e+01
1.291549665014882703e+04,-2.224817976423097221e+01,-8.557262890701191793e+01
1.309535020482667642e+04,-2.236759382546866703e+01,-8.563319827744629720e+01
1.327770829355429123e+04,-2.248702703761576771e+01,-8.569294535947243219e+01
1.346260579298911034e+04,-2.260647888413644324e+01,-8.575188106008502587e+01
1.365007806546013853e+04,-2.272594886227112454e+01,-8.581001615199193111e+01
1.384016096573130199e+04,-2.284543648267750626e+01,-8.586736127484101644e+01
1.403289084785873092e+04,-2.296494126908034161e+01,-8.592392693645422241e+01
1.422830457214351918e+04,-2.308446275792991287e+01,-8.597972351406808400e+01
1.442643951218158873e+04,-2.320400049806922027e+01,-8.603476125557956777e+01
1.462733356201129936e+04,-2.332355405040922847e+01,-8.608905028079651345e+01
1.483102514336102831e+04,-2.344312298761252578e+01,-8.614260058269152864e+01
1.503755321299738353e+04,-2.356270689378477101e+01,-8.619542202865852687e+01
1.524695727017572972e+04,-2.368230536417389231e+01,-8.624752436177126924e+01
1.545927736419478606e+04,-2.380191800487708775e+01,-8.629891720204312833e+01
1.567455410205595035e+04,-2.392154443255496332e+01,-8.634961004768712201e+01
1.589282865622976351e+04,-2.404118427415319914e+01,-8.639961227637556362e+01
1.611414277253019827e+04,-2.416083716663112924e+01,-8.644893314649914373e+01
1.633853877809860387e+04,-2.428050275669720293e+01,-8.649758179842397965e+01
1.656605958949915293e+04,-2.440018070055139177e+01,-8.654556725574687448e+01
1.679674872092653095e+04,-2.451987066363395940e+01,-8.659289842654763447e+01
1.703065029252842578e+04,-2.463957232038087142e+01,-8.663958410463827420e+01
1.726780903884355939e+04,-2.475928535398534081e+01,-8.668563297080841323e+01
1.750827031735723358e+04,-2.487900945616552661e+01,-8.673105359406636694e+01
1.775208011717635964e+04,-2.499874432693833626e+01,-8.677585443287583189e+01
1.799928506782476325e+04,-2.511848967439887303e+01,-8.682004383638712852e+01
1.824993244816150400e+04,-2.523824521450576697e+01,-8.686363004566321422e+01
1.850407019542302078e+04,-2.535801067087197680e+01,-8.690662119489978465e+01
1.876174691439119488e+04,-2.547778577456092819e+01,-8.694902531263907974e+01
1.902301188668945906e+04,-2.559757026388818701e+01,-8.699085032297716680e+01
1.928791508020777837e+04,-2.571736388422797148e+01,-8.703210404676457301e+01
1.955650715865947132e+04,-2.583716638782503239e+01,-8.707279420279938620e+01
1.982883949127071537e+04,-2.595697753361118743e+01,-8.711292840901332113e+01
2.010496416260497062e+04,-2.607679708702667654e+01,-8.715251418364989888e+01
2.038493398252464249e+04,-2.619662481984639868e+01,-8.719155894643488125e+01
2.066880249629082027e+04,-2.631646051001035147e+01,-8.723007001973833496e+01
2.095662399480430759e+04,-2.643630394145887763e+01,-8.726805462972869520e+01
2.124845352498882858e+04,-2.655615490397194023e+01,-8.730551990751808944e+01
2.154434690031882201e+04,-2.667601319301272156e+01,-8.734247289029900685e+01
2.184436071149428244e+04,-2.679587860957544976e+01,-8.737892052247227070e+01
2.214855233726359438e+04,-2.691575096003699130e+01,-8.741486965676573107e+01
2.245697995539771728e+04,-2.703563005601258951e+01,-8.745032705534420359e+01
2.276970255381679817e+04,-2.715551571421527655e+01,-8.748529939090978758e+01
2.308677994187167496e+04,-2.727540775631894121e+01,-8.751979324779310332e+01
2.340827276178294414e+04,-2.739530600882523004e+01,-8.755381512303492286e+01
2.373424250023866261e+04,-2.751521030293368852e+01,-8.758737142745823689e+01
2.406475150015421605e+04,-2.763512047441559361e+01,-8.762046848673078614e+01
2.439986297259550338e+04,-2.775503636349098713e+01,-8.765311254241785832e+01
2.473964100886811502e+04,-2.787495781470889966e+01,-8.768530975302519437e+01
2.508415059277541150e+04,-2.799488467683101689e+01,-8.771706619503231650e+01
2.543345761304648113e+04,-2.811481680271810646e+01,-8.774838786391576662e+01
2.578762887593803680e+04,-2.823475404921974885e+01,-8.777928067516251076e+01
2.614673211801092111e+04,-2.835469627706675411e+01,-8.780975046527359495e+01
2.651083601908536366e+04,-2.847464335076666941e+01,-8.783980299275746972e+01
2.688001021537607448e+04,-2.859459513850191570e+01,-8.786944393911370810e+01
2.725432531281027696e+04,-2.871455151203062073e+01,-8.789867890980657705e+01
2.763385290053172503e+04,-2.883451234659029083e+01,-8.792751343522864715e+01
2.801866556459195272e+04,-2.895447752080377057e+01,-8.795595297165432669e+01
2.840883690183301223e+04,-2.907444691658797709e+01,-8.798400290218363295e+01
2.880444153396297770e+04,-2.919442041906492946e+01,-8.801166853767587384e+01
2.920555512182745224e+04,-2.931439791647510162e+01,-8.803895511767321125e+01
2.961225437988037447e+04,-2.943437930009331183e+01,-8.806586781131468911e+01
3.002461709085549228e+04,-2.955436446414658747e+01,-8.809241171823998684e+01
3.044272212064299674e+04,-2.967435330573447061e+01,-8.811859186948358058e+01
3.086664943337274599e+04,-2.979434572475132370e+01,-8.814441322835880044e+01
3.129648010670750591e+04,-2.991434162381068518e+01,-8.816988069133232386e+01
3.173229634734979481e+04,-3.003434090817182067e+01,-8.819499908888883510e+01
3.217418150676371442e+04,-3.015434348566803635e+01,-8.821977318638582233e+01
3.262222009711666396e+04,-3.027434926663710968e+01,-8.824420768489893874e+01
3.307649780744242162e+04,-3.039435816385345390e+01,-8.826830722205760082e+01
3.353710152002928953e+04,-3.051437009246209087e+01,-8.829207637287105115e+01
3.400411932703709317e+04,-3.063438496991459203e+01,-8.831551965054488562e+01
3.447764054734464298e+04,-3.075440271590645835e+01,-8.833864150728811637e+01
3.495775574363271880e+04,-3.087442325231643991e+01,-8.836144633511096913e+01
3.544455673970435600e+04,-3.099444650314734062e+01,-8.838393846661313091e+01
3.593813663804625685e+04,-3.111447239446841451e+01,-8.840612217576286014e+01
3.643858983763548167e+04,-3.123450085435943180e+01,-8.842800167866690231e+01
3.694601205199302058e+04,-3.135453181285608082e+01,-8.844958113433115443e+01
3.746050032748989179e+04,-3.147456520189703255e+01,-8.847086464541237660e+01
3.798215306190736010e+04,-3.159460095527228418e+01,-8.849185625896076601e+01
3.851107002325569192e+04,-3.171463900857288820e+01,-8.851255996715374863e+01
3.904735236885563791e+04,-3.183467929914221983e+01,-8.853297970802086070e+01
3.959110266468458576e+04,-3.195472176602827830e+01,-8.855311936615964896e+01
4.014242490499317501e+04,-3.207476634993759035e+01,-8.857298277344317228e+01
4.070142453219438903e+04,-3.219481299319008372e+01,-8.859257370971862144e+01
4.126820845702951920e+04,-3.231486163967532121e+01,-8.861189590349746936e+01
4.184288507901584671e+04,-3.243491223480991437e+01,-8.863095303263716573e+01
4.242556430717777403e+04,-3.255496472549600639e+01,-8.864974872501430525e+01
4.301635758106790308e+04,-3.267501906008100576e+01,-8.866828655918952506e+01
4.361537789208005415e+04,-3.279507518831832158e+01,-8.868657006506414575e+01
4.422273980505896907e+04,-3.291513306132907246e+01,-8.870460272452866946e+01
4.483855948021190852e+04,-3.303519263156509567e+01,-8.872238797210307837e+01
4.546295469532399147e+04,-3.315525385277262416e+01,-8.873992919556916092e+01
4.609604486828429071e+04,-3.327531667995729237e+01,-8.875722973659495096e+01
4.673795107992463454e+04,-3.339538106934976724e+01,-8.877429289135118040e+01
4.738879609717651329e+04,-3.351544697837252329e+01,-8.879112191112001540e+01
4.804870439655133669e+04,-3.363551436560745600e+01,-8.880772000289614709e+01
4.871780218794631219e+04,-3.375558319076431246e+01,-8.882409032998015164e+01
4.939621743878315465e+04,-3.387565341465009539e+01,-8.884023601256430425e+01
5.008407989848212310e+04,-3.399572499913921320e+01,-8.885616012831100363e+01
5.078152112327670329e+04,-3.411579790714440463e+01,-8.887186571292376414e+01
5.148867450137497508e+04,-3.423587210258860125e+01,-8.888735576071091771e+01
5.220567527846975281e+04,-3.435594755037732995e+01,-8.890263322514194044e+01
5.293266058360556053e+04,-3.447602421637211734e+01,-8.891770101939694371e+01
5.366976945540476299e+04,-3.459610206736441995e+01,-8.893256201690876139e+01
5.441714286865887698e+04,-3.471618107105030759e+01,-8.894721905189820177e+01
5.517492376129128388e+04,-3.483626119600592119e+01,-8.896167491990239284e+01
5.594325706169377372e+04,-3.495634241166344225e+01,-8.897593237829623547e+01
5.672228971644537523e+04,-3.507642468828790072e+01,-8.898999414680710629e+01
5.751217071841613506e+04,-3.519650799695447319e+01,-8.900386290802285316e+01
5.831305113526218338e+04,-3.531659230952634942e+01,-8.901754130789318253e+01
5.912508413831880898e+04,-3.543667759863347300e+01,-8.903103195622468036e+01
5.994842503189409035e+04,-3.555676383765145943e+01,-8.904433742716898337e+01
6.078323128297223593e+04,-3.567685100068149495e+01,-8.905746025970505286e+01
6.162966255132942024e+04,-3.579693906253048397e+01,-8.907040295811474095e+01
6.248788072006888251e+04,-3.591702799869180751e+01,-8.908316799245231721e+01
6.335804992658254196e+04,-3.603711778532675680e+01,-8.909575779900775672e+01
6.424033659394190909e+04,-3.615720839924619412e+01,-8.910817478076405962e+01
6.513490946272796282e+04,-3.627729981789303082e+01,-8.912042130784840310e+01
6.604193962330305658e+04,-3.639739201932493273e+01,-8.913249971797742432e+01
6.696160054853215115e+04,-3.651748498219750871e+01,-8.914441231689660583e+01
6.789406812696112320e+04,-3.663757868574820975e+01,-8.915616137881394820e+01
6.883952069645495794e+04,-3.675767310978030622e+01,-8.916774914682768838e+01
6.979813907830652897e+04,-3.687776823464761833e+01,-8.917917783334867465e+01
7.077010661181889009e+04,-3.699786404123942418e+01,-8.919044962051687264e+01
7.175560918936920643e+04,-3.711796051096591498e+01,-8.920156666061245687e+01
7.275483529196232848e+04,-3.723805762574404099e+01,-8.921253107646147384e+01
7.376797602527731215e+04,-3.735815536798360625e+01,-8.922334496183606234e+01
7.479522515621813363e+04,-3.747825372057398141e+01,-8.923401038184934464e+01
7.583677914997190237e+04,-3.759835266687095157e+01,-8.924452937334518765e+01
7.689283720758305572e+04,-3.771845219068399757e+01,-8.925490394528249283e+01
7.796360130405236850e+04,-3.783855227626402495e+01,-8.926513607911472548e+01
7.904927622696419712e+04,-3.795865290829121363e+01,-8.927522772916407234e+01
8.015006961565413803e+04,-3.807875407186347871e+01,-8.928518082299076752e+01
8.126619200091945822e+04,-3.819885575248490994e+01,-8.929499726175744456e+01
8.239785684528511774e+04,-3.831895793605485778e+01,-8.930467892058852897e+01
8.354528058382871677e+04,-3.843906060885711184e+01,-8.931422764892505484e+01
8.470868266557402967e+04,-3.855916375754935643e+01,-8.932364527087439399e+01
8.588828559546258475e+04,-3.867926736915312347e+01,-8.933293358555560815e+01
8.708431497690723336e+04,-3.879937143104371700e+01,-8.934209436743994104e+01
8.829699955494083406e+04,-3.891947593094072033e+01,-8.935112936668690509e+01
8.952657125996401010e+04,-3.903958085689853874e+01,-8.936004030947573540e+01
9.077326525210223917e+04,-3.915968619729723343e+01,-8.936882889833246679e+01
9.203731996618230187e+04,-3.927979194083376768e+01,-8.937749681245253441e+01
9.331897715733238147e+04,-3.939989807651323162e+01,-8.938604570801912530e+01
9.461848194721991604e+04,-3.952000459364056439e+01,-8.939447721851720985e+01
9.593608287093146646e+04,-3.964011148181234034e+01,-8.940279295504326740e+01
9.727203192450536881e+04,-3.976021873090874692e+01,-8.941099450661096171e+01
9.862658461312830332e+04,-3.988032633108598901e+01,-8.941908344045258161e+01
1.000000000000000000e+05,-4.000043427276862928e+01,-8.942706130231653106e+01
